1 0	0	0	0
2 0	0	0	0
3 0	0	0	0
4 0	0	0	0
5 0	0	0	0
6 0	0	0	0
7 0	0	0	0
8 1987	0	0	1986
9 2776	0	0	2777
10 800	0	0	800
11 806	0	0	806
12 1608	0	0	1608
13 805	0	0	805
14 806	0	0	806
15 1609	0	0	1609
16 811	0	0	812
17 818	0	0	818
18 1631	0	0	1631
19 812	0	0	812
20 809	0	0	809
21 1618	0	0	1618
22 792	0	0	792
23 794	0	0	794
24 1482	0	0	1482
25 818	0	0	818
26 936	0	0	936
27 1461	0	0	1461
28 805	0	0	805
29 924	0	0	924
30 1482	0	0	1482
31 816	0	0	816
32 949	0	0	949
33 1360	0	0	1360
34 793	0	0	793
35 1054	0	0	1054
36 1159	0	0	1159
37 833	0	0	833
38 1321	0	0	1321
39 826	0	0	826
40 820	0	0	820
41 1654	0	0	1654
42 829	0	0	829
43 819	0	0	819
44 1631	0	0	1631
45 831	0	0	831
46 831	0	0	831
47 1638	0	0	1638
48 812	0	0	812
49 807	0	0	807
50 1509	0	0	1509
51 832	0	0	832
52 942	0	0	942
53 1229	0	0	1166
54 835	0	0	835
55 1239	0	0	1304
56 831	0	0	831
57 835	0	0	834
58 1672	0	0	1672
59 829	0	0	830
60 828	0	0	828
61 1646	0	0	1646
62 800	0	0	800
63 801	0	0	801
64 1597	0	0	1597
65 796	0	0	796
66 820	0	0	820
67 1659	0	0	1658
68 830	0	0	829
69 826	0	0	826
70 1106	0	0	1106
71 822	0	0	822
72 1353	0	0	1354
73 826	0	0	826
74 831	0	0	831
75 2409	0	0	2409
76 2227	0	0	2227
77 2033	0	0	2033
78 2833	0	0	2833
79 1995	0	0	1995
80 2017	0	0	2018
81 2830	0	0	2902
82 2027	0	0	2027
83 2126	0	0	2055
84 4293	0	0	4294
85 4010	0	0	4010
86 2377	0	0	2377
87 2554	0	0	2554
88 2425	0	0	2425
89 2427	0	0	2427
90 2648	0	0	2647
91 2406	0	0	2406
92 2446	0	0	2446
93 2558	0	0	2558
94 3177	0	0	3177
95 3924	0	0	3925
96 3799	0	0	3799
97 3627	0	0	3627
